Timestamp,Fx,Fy,Fz,Tx,Ty,Tz,Temperature
6135401622,0.043357186,-0.104159154,-4.9422708,3.5139732,9.073598,0.2394548,23.319687
6135402591,0.043461006,-0.104211025,-4.942377,3.5130568,9.077991,0.23913781,23.319687
6135403644,0.043466497,-0.10412695,-4.942238,3.513946,9.080491,0.2399417,23.319687
6135404668,0.04350378,-0.104014724,-4.942202,3.5145183,9.081253,0.24002421,23.319687
6135405642,0.043578718,-0.10395638,-4.942268,3.515203,9.081226,0.23841746,23.319687
6135406626,0.043581124,-0.103964,-4.9422812,3.5148711,9.07958,0.23852436,23.319687
6135407619,0.04352719,-0.10400292,-4.9421134,3.513947,9.0773115,0.23827007,23.319687
6135408681,0.043518607,-0.1040715,-4.9418197,3.5123138,9.0732975,0.23794368,23.319687
6135409626,0.0433471,-0.104068294,-4.941857,3.5106964,9.068916,0.23792596,23.319687
6135410604,0.0431826,-0.104100235,-4.942189,3.5088706,9.063227,0.23765731,23.319687
6135411622,0.04295526,-0.10414729,-4.9419823,3.5065675,9.057723,0.23726478,23.319687
6135412634,0.04286553,-0.10416234,-4.9421415,3.5042992,9.050627,0.2379536,23.319687
6135413686,0.042685788,-0.10423088,-4.9421425,3.501022,9.042591,0.23774861,23.319687
6135414710,0.042565923,-0.10428083,-4.9423485,3.4968615,9.034162,0.23828848,23.319687
6135415682,0.042212144,-0.10429699,-4.942495,3.4919531,9.026485,0.2378385,23.319687
6135416803,0.041995358,-0.10430589,-4.942265,3.487835,9.017128,0.23760368,23.319687
6135417742,0.04171866,-0.10418788,-4.942613,3.4838746,9.008082,0.23768163,23.319687
6135418647,0.041477293,-0.10410083,-4.942956,3.4795911,8.998403,0.23639864,23.319687
6135419686,0.0411306,-0.10405235,-4.942866,3.4747047,8.98884,0.23529533,23.319687
6135420682,0.04084822,-0.103951044,-4.943187,3.4704876,8.980032,0.23387812,23.319687
6135421735,0.04056453,-0.10397211,-4.9436007,3.4664183,8.970745,0.23472342,23.319687
6135422688,0.04047261,-0.10399561,-4.943486,3.4622416,8.960712,0.23444796,23.319687
6135423730,0.040172186,-0.10396019,-4.943695,3.4597175,8.95385,0.23382363,23.319687
6135424752,0.03996977,-0.10385913,-4.9437203,3.456854,8.946657,0.2337049,23.319687
6135425783,0.0397492,-0.10380996,-4.9439187,3.4547062,8.940985,0.23296452,23.319687
6135426722,0.039565243,-0.10391518,-4.944112,3.4529483,8.93661,0.23223068,23.319687
6135427729,0.03946037,-0.10398575,-4.943973,3.4527125,8.9327135,0.23295902,23.319687
6135428738,0.03947242,-0.103955545,-4.9438567,3.4533808,8.929358,0.2317907,23.319687
6135429732,0.039447997,-0.1039809,-4.943925,3.4536722,8.9283,0.23226461,23.319687
6135430803,0.039466076,-0.10407254,-4.9438086,3.4547698,8.926675,0.23211375,23.319687
6135431731,0.039479025,-0.10401755,-4.943687,3.4582856,8.926886,0.2313545,23.319687
6135432748,0.03958976,-0.10407511,-4.9435687,3.4617076,8.927965,0.23090361,23.319687
6135433766,0.039695345,-0.10428847,-4.943527,3.4655018,8.930426,0.23061617,23.319687
6135434807,0.039717946,-0.104536355,-4.943429,3.4691193,8.933829,0.23033987,23.319687
6135435791,0.03983927,-0.10466184,-4.943207,3.4739835,8.93737,0.2319962,23.319687
6135436838,0.03999786,-0.10473708,-4.9429684,3.4794838,8.941563,0.23157196,23.319687
6135437790,0.0402211,-0.104799315,-4.9429297,3.4857435,8.945671,0.23067032,23.319687
6135438725,0.04026694,-0.104926,-4.9429374,3.4925284,8.9513,0.2308041,23.319687
